11.000000,41.545456,46.000000,143.000000,84.000000,30.039368,25.000000,1396.000000,431.363647,467.413086,899.000000,8757.000000,3505.818115,2392.834473,9.000000,106.000000,37.727272,21.779436,43.000000,154.000000,92.545456,29.123447,14.000000,2573.000000,686.599976,600.971985,22.000000,1259.000000,411.036377,365.905243,53.000000,3407.000000,1170.309082,806.335022,47.000000,1966.000000,451.690918,413.030518,348.000000,5072.000000,2392.199951,1403.277832,0.000000,718.000000,40.436363,121.881447,635.000000,6218.000000,2759.472656,1315.088257,36.000000,4847.000000,889.545471,1014.907776,
9.000000,42.333332,44.000000,143.000000,85.222221,29.324915,25.000000,1396.000000,544.444458,443.313080,812.000000,8757.000000,3474.333252,2457.678223,9.000000,106.000000,34.583332,23.327829,43.000000,149.000000,101.277779,31.429470,14.000000,2408.000000,1028.111084,678.267578,48.000000,1385.000000,538.472229,334.891724,53.000000,3265.000000,1299.416626,875.980591,111.000000,1517.000000,550.416687,384.897278,439.000000,5651.000000,2705.861084,1520.065918,0.000000,718.000000,37.611111,117.484100,627.000000,6164.000000,2537.194336,1288.299805,36.000000,4847.000000,815.194458,1107.950562,
9.000000,40.888889,11.000000,143.000000,69.666664,44.761093,0.000000,1396.000000,513.222229,549.941589,55.000000,8757.000000,2880.444336,2847.061768,2.000000,85.000000,24.666666,21.398336,21.000000,148.000000,90.000000,34.330097,0.000000,2573.000000,532.027771,620.039429,1.000000,1109.000000,531.694458,355.409027,0.000000,1953.000000,660.611084,579.081238,0.000000,1966.000000,494.750000,526.201477,113.000000,8077.000000,2869.944336,2148.599121,0.000000,472.000000,35.944443,96.157837,71.000000,6218.000000,1849.277832,1684.587524,1.000000,3098.000000,484.888885,771.528870,
13.000000,34.769230,6.000000,113.000000,48.846153,39.277798,0.000000,1388.000000,291.692322,456.039551,15.000000,5217.000000,1648.230713,2000.749146,1.000000,85.000000,14.807693,16.856907,12.000000,111.000000,68.076920,32.195625,0.000000,1333.000000,191.525635,264.843628,0.000000,1222.000000,380.423065,395.393982,0.000000,1761.000000,390.576935,410.017975,0.000000,1816.000000,202.961533,352.473969,29.000000,4862.000000,1838.948730,1518.113281,0.000000,472.000000,18.987179,77.748314,11.000000,4615.000000,968.897461,1123.058228,0.000000,3098.000000,225.320511,499.841736,
9.000000,44.888889,22.000000,143.000000,89.222221,36.587120,28.000000,1396.000000,613.777771,531.758850,203.000000,8757.000000,3991.222168,2564.823730,5.000000,106.000000,37.805557,26.532810,43.000000,154.000000,102.833336,30.832432,99.000000,2573.000000,918.138916,756.018860,54.000000,1187.000000,560.194458,337.876221,59.000000,3407.000000,1210.222168,898.851440,12.000000,1966.000000,667.361084,553.722290,348.000000,7328.000000,3022.694336,1782.415039,0.000000,718.000000,64.805557,147.543732,260.000000,6218.000000,2864.305664,1715.299927,10.000000,4847.000000,982.916687,1168.223389,
2.000000,19.500000,2.000000,28.000000,15.000000,13.000000,1.000000,79.000000,40.000000,39.000000,0.000000,299.000000,149.500000,149.500000,1.000000,1.000000,1.000000,0.000000,28.000000,28.000000,28.000000,0.000000,27.000000,27.000000,27.000000,0.000000,52.000000,52.000000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.000000,28.000000,28.000000,0.000000,299.000000,299.000000,299.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11.000000,42.272728,14.000000,143.000000,79.545456,33.665100,0.000000,1396.000000,461.000000,482.285278,91.000000,8757.000000,3229.636475,2347.295410,2.000000,85.000000,32.545456,20.597281,45.000000,149.000000,94.000000,26.720778,0.000000,2573.000000,682.563660,602.415039,0.000000,1259.000000,474.890900,370.051239,0.000000,3309.000000,1081.599976,776.765869,0.000000,1966.000000,447.109100,423.257599,348.000000,7676.000000,2488.945557,1419.332764,0.000000,472.000000,31.000000,80.578590,120.000000,6218.000000,2519.418213,1492.493774,1.000000,3342.000000,694.454529,804.769165,
9.000000,37.666668,11.000000,143.000000,61.111111,46.366764,1.000000,1396.000000,436.111115,561.976807,30.000000,8757.000000,2475.555664,2943.074463,2.000000,85.000000,20.750000,20.243483,17.000000,147.000000,80.722221,39.466309,11.000000,2573.000000,395.166656,549.269958,4.000000,1279.000000,472.888885,423.975708,2.000000,1953.000000,413.944458,465.581390,7.000000,1966.000000,399.333344,504.853882,46.000000,8324.000000,2714.472168,2470.419678,0.000000,472.000000,29.972221,95.373993,51.000000,6218.000000,1417.027832,1456.570068,1.000000,3098.000000,379.833344,745.986816,
11.000000,36.818180,34.000000,143.000000,69.181816,33.075172,0.000000,1396.000000,273.363647,379.613007,518.000000,8757.000000,2632.090820,2516.908936,6.000000,106.000000,31.600000,20.055923,39.000000,132.000000,75.163635,24.005880,0.000000,1339.000000,311.218170,275.010712,14.000000,1137.000000,264.327271,269.505493,0.000000,1510.000000,643.563660,379.547211,9.000000,1517.000000,282.399994,313.860657,293.000000,5485.000000,1856.236328,1439.675659,0.000000,718.000000,21.509090,96.867470,368.000000,4942.000000,2038.745483,1154.592651,15.000000,4847.000000,663.090881,930.617432,
6.000000,32.000000,8.000000,74.000000,33.333332,25.309200,10.000000,444.000000,161.833328,172.026566,18.000000,2257.000000,697.333313,851.064575,2.000000,29.000000,8.066667,7.505258,15.000000,79.000000,50.533333,23.793182,35.000000,487.000000,194.800003,140.358215,12.000000,387.000000,194.000000,129.979996,13.000000,908.000000,200.800003,253.614731,9.000000,493.000000,129.666672,127.128090,29.000000,2185.000000,945.000000,762.051208,0.000000,53.000000,8.600000,17.438654,21.000000,1711.000000,336.333344,437.409271,1.000000,353.000000,48.066666,93.206207,
